drone_id,timestamp,latitude,longitude,battery_level,payload_kg,system_status
1,2025-06-01 06:00:00,47.243333300685435,-1.5629237081046483,80,0.9405500678673808,OK
1,2025-06-01 06:00:30,47.22376648466287,-1.5924341596213452,66,2.6439795000084234,OK
1,2025-06-01 06:01:00,47.21107273433525,-1.558666009039002,80,1.3577642044216918,OK
1,2025-06-01 06:01:30,47.2394660973869,-1.5917700417148735,94,0.17252471384776902,OK
1,2025-06-01 06:02:00,47.22693623000751,-1.585815783695051,70,2.0107014868533213,OK
1,2025-06-01 06:02:30,47.246573446543664,-1.5920236737168527,100,0.536624996972777,OK
1,2025-06-01 06:03:00,47.24477735357927,-1.5998468934522887,68,1.654227369022399,OK
1,2025-06-01 06:03:30,47.239850999741655,-1.590971009289875,80,2.458452953354248,WARNING
1,2025-06-01 06:04:00,47.23749989412012,-1.592401174495015,87,0.40953256324715903,OK
1,2025-06-01 06:04:30,47.248959036269234,-1.56012032422763,72,2.2615130902773877,WARNING
1,2025-06-01 06:05:00,47.213479329566766,-1.594032376631403,74,2.222498569271447,OK
1,2025-06-01 06:05:30,47.23621636523705,-1.5742606146809124,72,1.7378854478845518,ERROR
1,2025-06-01 06:06:00,47.22486055439394,-1.5896826666935115,71,2.7314269611792064,OK
1,2025-06-01 06:06:30,47.228426478375525,-1.5669826088039995,80,1.8759957808838323,WARNING
1,2025-06-01 06:07:00,47.206290729840404,-1.5704714316091055,90,1.5988569055363975,OK
1,2025-06-01 06:07:30,47.236341138874785,-1.5631963502497384,82,1.0179264116624844,OK
1,2025-06-01 06:08:00,47.24416306676945,-1.5986105543425662,57,2.1373016045153737,OK
1,2025-06-01 06:08:30,47.2337183349009,-1.5751404320855316,68,2.4230553403969703,OK
1,2025-06-01 06:09:00,47.22243462914721,-1.5920346758722326,70,2.8504133954763184,ERROR
1,2025-06-01 06:09:30,47.20556467716564,-1.5971737626405604,58,2.095787204554439,OK
1,2025-06-01 06:10:00,47.208268399041934,-1.559822264972411,66,0.6289907125720727,ERROR
1,2025-06-01 06:10:30,47.216114042183506,-1.5698595796934882,81,1.2357926942518807,OK
1,2025-06-01 06:11:00,47.24847480043,-1.590814781650355,89,2.136154739484165,OK
1,2025-06-01 06:11:30,47.228705508665016,-1.5869521601178411,77,1.5763439980669691,OK
1,2025-06-01 06:12:00,47.21529898055194,-1.591691820942905,75,0.3231892855686106,OK
1,2025-06-01 06:12:30,47.238229149125026,-1.5636310985541482,78,2.450847103738961,OK
1,2025-06-01 06:13:00,47.24387998184779,-1.557935418481173,79,1.0114386977512158,WARNING
1,2025-06-01 06:13:30,47.24160440105771,-1.569838406591703,69,2.2926696937148265,OK
1,2025-06-01 06:14:00,47.23275103025731,-1.5893670353637377,70,2.5907537640068647,OK
1,2025-06-01 06:14:30,47.20195935059195,-1.5857575872252383,82,2.045118811523728,OK
1,2025-06-01 06:15:00,47.22416750353633,-1.5877874203916928,79,0.34928558843563967,OK
1,2025-06-01 06:15:30,47.213868249642154,-1.5831500883877627,75,0.6263592338544435,OK
1,2025-06-01 06:16:00,47.23905597472548,-1.5596181665812883,84,0.5514204969271171,OK
1,2025-06-01 06:16:30,47.23150992027672,-1.5643642615279398,67,0.764288265196491,OK
1,2025-06-01 06:17:00,47.20978587618627,-1.5927355890665027,80,0.13166748242743873,OK
1,2025-06-01 06:17:30,47.20206306282731,-1.5519994324717445,80,0.7967720163602487,OK
1,2025-06-01 06:18:00,47.21692524049409,-1.5630215298798547,86,2.588711568375254,OK
1,2025-06-01 06:18:30,47.23593289642586,-1.5694647362307694,92,1.158706318511195,OK
1,2025-06-01 06:19:00,47.204890213230144,-1.5799219407068088,72,2.0754404974203142,OK
1,2025-06-01 06:19:30,47.23432912146089,-1.5671579274398837,84,1.4053383527848573,OK
1,2025-06-01 06:20:00,47.246513443886236,-1.5825619508196798,80,1.0832436228226294,OK
1,2025-06-01 06:20:30,47.239956912539675,-1.5677808468109191,74,0.7175085736498372,ERROR
1,2025-06-01 06:21:00,47.21114234141511,-1.5923912716666686,82,1.5809255865295218,OK
1,2025-06-01 06:21:30,47.24809689571277,-1.551100669856496,82,2.4261586050486295,OK
1,2025-06-01 06:22:00,47.24967614552529,-1.5620977091580863,75,0.6819261301351863,OK
1,2025-06-01 06:22:30,47.22156363379785,-1.5746379863633586,66,2.8406606036121875,OK
1,2025-06-01 06:23:00,47.249915871672165,-1.5636665080847665,87,0.8171026829622742,WARNING
1,2025-06-01 06:23:30,47.243242016474404,-1.5693391759484971,85,1.2003658915076831,OK
1,2025-06-01 06:24:00,47.20219893109289,-1.5536401121651493,84,1.12477096441196,OK
1,2025-06-01 06:24:30,47.2422075491254,-1.5628845148947648,86,0.17688178192979442,WARNING
1,2025-06-01 06:25:00,47.241490092098154,-1.5618105763085812,99,1.4369220362111834,OK
1,2025-06-01 06:25:30,47.229926433301635,-1.5767519953859075,81,1.8739314464652819,OK
1,2025-06-01 06:26:00,47.246809744919446,-1.5751493130656684,73,2.309100317639683,WARNING
1,2025-06-01 06:26:30,47.212091651693626,-1.5905658910739655,84,1.799391915155576,OK
1,2025-06-01 06:27:00,47.202570968948926,-1.5858697304223284,71,0.9881252008995289,OK
1,2025-06-01 06:27:30,47.23091993434693,-1.5991685127051805,77,2.2923497493797553,OK
1,2025-06-01 06:28:00,47.20233847881626,-1.581618366396222,84,0.9439048647598033,OK
1,2025-06-01 06:28:30,47.233470308600296,-1.5818671139622371,79,1.0496135499885515,WARNING
1,2025-06-01 06:29:00,47.242278420598176,-1.5775553092758954,90,1.2652106446849785,OK
1,2025-06-01 06:29:30,47.20526049356746,-1.5799577464049486,90,2.076326368226882,OK
1,2025-06-01 06:30:00,47.22903604705763,-1.5893397469446284,70,1.6736508508378545,OK
1,2025-06-01 06:30:30,47.20677667720158,-1.5849220803511577,71,2.521586265563657,OK
1,2025-06-01 06:31:00,47.24330682324964,-1.5887881212969188,86,0.6495149338980292,OK
1,2025-06-01 06:31:30,47.23684416033151,-1.596490286574544,74,1.4350642056228515,OK
1,2025-06-01 06:32:00,47.22236844090349,-1.5545369016657884,100,1.5281767295341144,OK
1,2025-06-01 06:32:30,47.229201186218724,-1.5919098665402391,76,2.821893185122683,OK
1,2025-06-01 06:33:00,47.230654310408326,-1.5980124065805774,89,2.5804743187804338,OK
1,2025-06-01 06:33:30,47.245581375124615,-1.559846027641742,73,0.9501246919317806,OK
1,2025-06-01 06:34:00,47.2111895058484,-1.5613586362957366,77,2.794461362585492,OK
1,2025-06-01 06:34:30,47.249110794398135,-1.5551788750126685,74,2.7326643997513385,OK
1,2025-06-01 06:35:00,47.23502778729172,-1.5855353079325327,86,1.7572930373510172,OK
1,2025-06-01 06:35:30,47.21098782471807,-1.5786186062825744,88,2.5997817259093257,OK
1,2025-06-01 06:36:00,47.21834597600568,-1.5986880092584952,59,2.44859792927114,OK
1,2025-06-01 06:36:30,47.24649528150866,-1.5565017843078237,74,2.20508896641855,OK
1,2025-06-01 06:37:00,47.213832378034134,-1.5915129713728169,93,1.1510782505419122,OK
1,2025-06-01 06:37:30,47.234765224864674,-1.5668282867099779,74,2.3321353183517854,OK
1,2025-06-01 06:38:00,47.21504755282347,-1.5982139637925477,77,0.42764415158016633,OK
1,2025-06-01 06:38:30,47.212239125443254,-1.5824019692802604,92,1.1201826414702096,OK
1,2025-06-01 06:39:00,47.23175590384899,-1.5951558224798181,92,0.8197586171517284,OK
1,2025-06-01 06:39:30,47.22451690611248,-1.5551764643442767,70,2.1959053408394786,ERROR
1,2025-06-01 06:40:00,47.218049328798955,-1.592909069136261,86,0.8830497809775325,OK
1,2025-06-01 06:40:30,47.21438833982406,-1.5554537527050172,86,0.8637510896433702,OK
1,2025-06-01 06:41:00,47.20396370191534,-1.5741184533449142,73,0.21892551378855718,OK
1,2025-06-01 06:41:30,47.23653358175419,-1.5779652717551922,84,2.8199107764748534,OK
